"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000004059",1684.3217819095,0.379689771039635,0.114194253668031,3.32494638603633,0.000884355393099968,0.00941039458770139
"ENSG00000004139",312.643392000576,-0.0807770695340631,0.204992488865413,-0.39404892335883,0.693544919623288,0.88978057500074
"ENSG00000004142",1468.18173216884,0.152287930258558,0.127375714151043,1.19558058043917,0.231860273430016,0.523015168468512
"ENSG00000004399",3661.96471974267,-0.0519472643852781,0.217224517165827,-0.239140890094013,0.810996335735897,0.941262894070056
"ENSG00000004455",1236.90625297069,-0.0918567972106013,0.164577790992187,-0.558136044096994,0.576751489361485,0.821567090517277
"ENSG00000004468",5.59935950029571,0.241581280751396,0.81416076939034,0.296724295537228,0.766677006805699,NA
"ENSG00000004478",612.469678830193,-0.00303832191426797,0.166569999964868,-0.0182405109858246,0.98544698491181,0.995355988415713
"ENSG00000004487",1255.80031118487,-0.334105525803999,0.09603836854607,-3.4788754834348,0.000503522488026615,0.00602833840408148
"ENSG00000004534",1306.14906893784,-0.30353125514788,0.158959516857622,-1.90948778121759,0.0561991964859875,0.217793457210921
"ENSG00000004660",79.865424377978,-0.645176178926601,0.378102799641788,-1.70635123447336,0.0879427042565624,0.291633951382885
"ENSG00000004700",1510.20849871797,0.409553280859456,0.119162326764254,3.43693591742043,0.00058833478268509,0.00677211546902753
"ENSG00000004766",495.212595858396,-0.114356684939035,0.129941106528454,-0.880065500396475,0.37882382718098,0.67780118933433
"ENSG00000004776",12520.3502740741,-0.154542224152928,0.245604661253627,-0.629231641468475,0.529197416701754,0.787974866397348
"ENSG00000004777",104.39554381318,-0.471433085352404,0.409422542901983,-1.15145854454152,0.249543640577992,0.544511128674723
"ENSG00000004779",366.340319770589,0.109903471791755,0.136529808339613,0.804977851564651,0.420832460943363,0.713813439523813
"ENSG00000004799",935.559303330853,2.55967531416087,0.911031411160663,2.80964551035602,0.00495960938100025,0.0378786102245329
"ENSG00000004809",1.40994350389939,0.052832181768962,1.54297791913041,0.0342404004062075,0.972685450550253,NA
"ENSG00000004838",16.3434516100777,-0.923936691699508,0.411508242280384,-2.24524467986227,0.0247524292439185,0.123402931984434
"ENSG00000004846",22.073292550198,-1.58995194445539,0.649411531148379,-2.44829644716011,0.0143533506430932,0.0843950499161625
"ENSG00000004848",0.13880171053401,0.894699722854172,3.5338115409304,0.253182636507721,0.800127083554548,NA
"ENSG00000004864",152.306716934468,0.0559735174612775,0.274609505269822,0.203829497475988,0.838486741058147,0.953154821986463
"ENSG00000004866",523.884326788918,-0.614081619055338,0.212089244657935,-2.8953925506489,0.00378684648083655,0.0307827451451717
"ENSG00000004897",1680.01793286077,-0.161864823437835,0.100728098672356,-1.60694806683825,0.108065760928715,0.333625081480237
"ENSG00000004939",8.67357060287904,-0.609551433429198,0.567082211228129,-1.07489076779378,0.2824236358326,NA
"ENSG00000004948",0,NA,NA,NA,NA,NA
"ENSG00000004961",435.963192136172,-0.16636211257614,0.141786728979904,-1.17332640207617,0.240664938543815,0.533196504295028
"ENSG00000004975",1003.16479833127,-0.346747940303976,0.162599798918387,-2.13252379529705,0.0329638104604015,0.150963685945806
"ENSG00000005001",0,NA,NA,NA,NA,NA
"ENSG00000005007",2286.27675995712,0.221287272783183,0.0941992558619179,2.34914034891695,0.018816812629181,0.102326975680052
"ENSG00000005020",752.819690039845,0.073302940292476,0.150904592180234,0.485756856258727,0.627139566831433,0.852988660948545
"ENSG00000005022",1300.3667432696,-0.0771831248020318,0.116845445286852,-0.660557410796372,0.508896189254761,0.776204976275013
"ENSG00000005059",215.744400092371,0.22333375260076,0.257311169186248,0.86795203374598,0.385420591811696,0.684393816741487
"ENSG00000005073",0.424982332670398,-1.07930236636273,2.58025387819656,-0.418293089483543,0.675732841559486,NA
"ENSG00000005075",614.656589191918,0.0987773493243787,0.160706698121653,0.614643636381637,0.538790090090405,0.79545386695368
"ENSG00000005100",502.327471136299,0.314431865484895,0.130849122696959,2.40301088004316,0.0162607036284954,0.0927224334282308
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.63314643041308,0.526638024312906,NA
"ENSG00000005108",12.5069565681574,0.931825433823551,0.623894022305262,1.49356365105166,0.135289705995318,0.380706539817742
"ENSG00000005156",284.20157559638,-0.385473065910837,0.204307350859592,-1.88673126193952,0.0591964806359631,0.225599068754822
"ENSG00000005175",347.42491006876,-0.199143010245014,0.288689162981772,-0.689818101199688,0.490308584009197,0.762986007708103
"ENSG00000005187",26.7924966379797,-0.3275064830088,0.4124510205235,-0.794049394260475,0.427166676532647,0.71818820116418
"ENSG00000005189",79.0300154216569,-0.439826193614092,0.271072683960951,-1.6225397084918,0.104687838020337,0.326813571140334
"ENSG00000005194",458.750922474384,0.128001736266059,0.161088911317401,0.794603025243938,0.426844458012662,0.717819384264015
"ENSG00000005206",687.428245938322,0.101318274776555,0.139402935093015,0.726801589284703,0.467347509363524,0.747502863206753
"ENSG00000005238",705.733199499233,-0.205823489524855,0.115328505482397,-1.78467143629353,0.0743146266790769,0.261378314225411
"ENSG00000005243",993.989596404182,-0.10656897750659,0.185248561010161,-0.575275602279819,0.565104919210253,0.815101050345473
"ENSG00000005249",301.336933757971,0.660280961014491,0.225566737067502,2.92720890322095,0.00342019064574615,0.0283984579659131
"ENSG00000005302",469.935385547665,0.190286827870612,0.159050032795276,1.19639603039594,0.231542049696147,0.522725930277582
"ENSG00000005339",2604.13968768159,-0.104401332172605,0.135777656823053,-0.768913933377584,0.441944405342343,0.729978007600649
"ENSG00000005379",158.961412885247,0.120941682055549,0.284870280470189,0.424550015733233,0.67116473731159,0.877828408215115
"ENSG00000005381",7.12408517617175,1.17019134148196,1.30316102491656,0.897963735185287,0.36920488357481,NA
"ENSG00000005421",0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA
"ENSG00000005436",302.967289999217,0.156959065151074,0.139209882250313,1.12749944625947,0.259531374497627,0.556980670429903
"ENSG00000005448",234.24445737531,0.280155169187,0.158303055514911,1.76973949287171,0.076770547669313,0.267100837227601
"ENSG00000005469",422.232491862876,-0.273993709010037,0.243915852509352,-1.12331243005016,0.261304826511575,0.559599826341414
"ENSG00000005471",33.2839581855106,-1.22916811609897,0.509500416058443,-2.41249678578864,0.0158436771390065,0.0909944976375631
"ENSG00000005483",1867.57277020935,0.0138035781207327,0.131030399673784,0.105346378818186,0.916100962712864,0.977204471072427
"ENSG00000005486",856.445860419445,-0.151783526798127,0.189515705010203,-0.800902103548386,0.423188322235576,0.715624609470546
"ENSG00000005513",4.19025057528613,-0.664739149857417,1.01931793248412,-0.652141131508811,0.514310132051219,NA
"ENSG00000005700",579.449582755315,-0.0875213502560912,0.132880287579947,-0.658648109889395,0.510121761432223,0.777127043949826
"ENSG00000005801",220.819344240061,-0.245459370014984,0.221066529574989,-1.11034162650896,0.266851841957442,0.566032373451746
"ENSG00000005810",2862.99024994653,-0.0627162845815621,0.120435293399109,-0.520746724747266,0.602543220207892,0.839002388564227
"ENSG00000005812",1499.03049853399,0.40859727976383,0.171642594415244,2.38051214010047,0.0172885913590362,0.0969483723698933
"ENSG00000005844",3.21951546901152,-0.938815055266337,1.14112424413906,-0.822710638292188,0.41067256419695,NA
"ENSG00000005882",1066.40685200078,-0.127921181717234,0.145631561058483,-0.878389140289878,0.379732575699914,0.678398065188211
"ENSG00000005884",1294.27596518976,0.33353462007887,0.276376751675687,1.20681141976172,0.227504777130001,0.516885666011681
"ENSG00000005889",800.115454708102,0.0162935634136185,0.227734262436133,0.0715463858592113,0.942962908542748,0.985126994074706
"ENSG00000005893",5133.58060707205,0.0430752555250839,0.0826645473303258,0.521084998541831,0.602307560797323,0.838954107263446
"ENSG00000005961",10.2882547896421,-0.619822633493394,0.637196518928907,-0.972733866367133,0.330685588883068,0.636855702394973
"ENSG00000005981",6.43695995371267,-0.629663993690683,0.791503566239667,-0.795528940800781,0.426305883038491,NA
"ENSG00000006007",2603.73463702376,0.180766912818255,0.14693923934716,1.23021538440915,0.218616460354934,0.505067943660804
"ENSG00000006015",386.908775735769,-0.053175273751821,0.320215053322721,-0.166061130481051,0.86810884276382,0.962595056356987
"ENSG00000006016",160.452316906975,0.192130469942422,0.492939506101144,0.389764803925047,0.69671047190328,0.890964643172177
"ENSG00000006025",160.463406583492,-0.652554601970746,0.315114137861952,-2.07085155365712,0.0383726707337594,0.166902383188623
"ENSG00000006042",3151.10977435982,0.00904096047030916,0.0981847999686491,0.0920810601355402,0.926633636335616,0.979848296697805
"ENSG00000006047",0.673880264953231,-0.288288992773987,2.11000864919764,-0.136629294331857,0.891323820108192,NA
"ENSG00000006059",0,NA,NA,NA,NA,NA
"ENSG00000006062",258.268778963446,-0.584187742450787,0.273247251713719,-2.137945537556,0.0325211637496957,0.1494335634069
"ENSG00000006071",0,NA,NA,NA,NA,NA
"ENSG00000006116",0.450684746143017,-1.01557138430566,3.11297552343778,-0.326238152744654,0.744244177341374,NA
"ENSG00000006118",458.98540697157,-0.549888036433408,0.221087251531511,-2.48719920585305,0.0128753281273056,0.0782491350273046
"ENSG00000006125",6730.77886718365,0.0802578614252525,0.108527831421777,0.739514098584929,0.459594881895316,0.741708295859634
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101015,NA
"ENSG00000006194",551.635247266725,0.111690123228168,0.102590118814066,1.0887025428891,0.276285080079203,0.576796707389884
"ENSG00000006210",15.8841012169951,0.950279868961463,0.61316963681565,1.54978298321573,0.121193612700087,0.357444452647092
"ENSG00000006282",1394.30895675099,-0.106981530767094,0.168558648654019,-0.634684316831959,0.525634324228005,0.786189060176307
"ENSG00000006283",61.3642320498775,-1.17347549844747,0.46120991394331,-2.54434144403867,0.0109484004700161,0.0691754380969519
"ENSG00000006327",587.259201120954,-0.146104464368192,0.321307056543416,-0.45471912736672,0.64931131836687,0.865653161678367
"ENSG00000006377",0.186293186425353,0.894699722854171,3.5338115409304,0.253182636507721,0.800127083554548,NA
"ENSG00000006432",6.99503209019926,-0.218563956252844,0.735202753905318,-0.297283919424752,0.766249757437091,NA
"ENSG00000006451",1108.16420749476,-0.56917943348494,0.210671518781753,-2.7017388813463,0.00689779102961538,0.0483025745821677
"ENSG00000006453",212.928764376348,-0.27377893011475,0.157637938515338,-1.73675786865299,0.0824299185433395,0.279409381454538
"ENSG00000006459",410.885814318294,0.00560167733292265,0.312423497967609,0.0179297567864227,0.985694890343933,0.995355988415713
"ENSG00000006468",210.179164493274,0.0486120622107059,0.406144751487422,0.119691469685806,0.904727557983783,0.973229552217088
"ENSG00000006530",277.887455661785,0.0331563103437855,0.201432210450874,0.164602822307169,0.869256609641157,0.962892622002134
"ENSG00000006534",1145.46216651212,0.427916521981317,0.262825503337202,1.62813926558834,0.103495359331236,0.324386841281369
"ENSG00000006555",4.76708315841851,-0.610580002302976,0.811523360993244,-0.752387462457854,0.451818084079351,NA
"ENSG00000006576",1076.37418478476,-0.416587761528716,0.195871238274493,-2.12684498856802,0.0334329648955068,0.15196346138729
"ENSG00000006606",4.01454411368169,-0.433957880933917,0.899385404111226,-0.482504918303356,0.629447305386622,NA
"ENSG00000006607",957.991889094816,0.595861925335483,0.15505366003148,3.8429400841909,0.000121569155341045,0.00186730715785003
"ENSG00000006611",0,NA,NA,NA,NA,NA
"ENSG00000006625",177.304447555595,-0.108719218236891,0.251338881256232,-0.432560285513706,0.665334246714506,0.874771001518465
"ENSG00000006634",92.842938687114,-0.44834790439685,0.297818726994176,-1.5054389256241,0.132211267771891,0.375554705006078
"ENSG00000006638",64.0929103692678,-0.485251401133258,0.293993814907965,-1.65054969365654,0.0988305582830406,0.315141721615288
"ENSG00000006652",1086.50811752792,-0.0509940198887001,0.218671138829608,-0.233199589857332,0.815606424317663,0.94327707650354
"ENSG00000006659",1.43778491344811,-0.485808154121947,1.5432697727961,-0.314791465941667,0.75291999176582,NA
"ENSG00000006695",181.541477163383,0.196125214278248,0.20280061353589,0.967083929672331,0.333502078446733,0.639110335072223
"ENSG00000006704",291.607449568848,-0.0413723899708226,0.235419432245801,-0.175739061028852,0.860498946582106,0.960055439907174
"ENSG00000006712",1114.82190220928,-0.238931913803273,0.129796464174232,-1.84081989693143,0.065647956042647,0.241670745880992
"ENSG00000006715",2208.49179423824,-0.139604325402337,0.134206350802054,-1.04022145426072,0.298237026186987,0.601918944776376
"ENSG00000006740",43.379700039727,-0.0199689503687527,0.379717673167716,-0.0525889411524249,0.958059428460524,0.99009280409653
"ENSG00000006744",938.900417504683,0.251716749270147,0.15381742152437,1.63646449651522,0.101742410330466,0.32068445462121
"ENSG00000006747",27.7360544388753,0.203422873843797,0.487478817021545,0.417295822384024,0.67646204382289,0.880383058666123
"ENSG00000006756",545.414312401993,-0.0147901884830395,0.158864975822376,-0.0930991139266348,0.925824821364253,0.979848296697805
"ENSG00000006757",168.95903743019,-0.0157237739884479,0.154076056440758,-0.102052027756134,0.918715378436559,0.977935795088917
"ENSG00000006788",11.2024027852827,2.95519566506427,1.06558260347594,2.77331448113398,0.0055488468809996,0.041073942332717
"ENSG00000006831",1095.78070752679,0.243869398068211,0.0932019222245613,2.61657047674006,0.00888180268393693,0.0589718990128123
"ENSG00000006837",75.3675602917904,-0.148190196448936,0.313415249366106,-0.472823823182364,0.63633887614031,0.858561450257905
"ENSG00000007001",2.00323736390909,-0.28433411290894,1.40169857366219,-0.202849684127213,0.839252522808173,NA
"ENSG00000007038",0.887380960584451,0.607941216458188,1.95110338652097,0.311588417435026,0.755353337867306,NA
"ENSG00000007047",813.83289419152,-0.0377195317853229,0.175117680288614,-0.215395337142183,0.829459105113983,0.949377127187974
"ENSG00000007062",2.45626676455035,-0.55245376523615,1.0252659586549,-0.538839469478675,0.589997626716265,NA
"ENSG00000007080",662.955088766559,0.244243803157076,0.15882501901399,1.53781693006164,0.124093382876301,0.362327797120028
"ENSG00000007129",0,NA,NA,NA,NA,NA
"ENSG00000007168",3974.85824788827,0.051565954359948,0.103637244893452,0.49756199533249,0.618792796309625,0.847994417722502
"ENSG00000007171",1.482516982495,-0.538363484515896,1.78169943648997,-0.302162908900333,0.762527877850665,NA
"ENSG00000007174",2.70167247050387,0.383779638886982,1.02562238283054,0.374191949504666,0.708261513034355,NA
"ENSG00000007202",6545.03722366678,0.024402937080838,0.0920226484581145,0.265184033384406,0.790867694237806,0.932188592826802
"ENSG00000007216",0,NA,NA,NA,NA,NA
"ENSG00000007237",425.112222586833,-0.895774919748928,0.960669066386979,-0.932449009852983,NA,NA
"ENSG00000007255",130.451959536511,0.270306675785168,0.24208550430213,1.11657522231408,0.264175990728318,0.562818535915745
"ENSG00000007264",2.94325916834344,0.13002954092064,0.934638476618602,0.139122820399037,0.889353095513642,NA
"ENSG00000007306",0,NA,NA,NA,NA,NA
"ENSG00000007312",2.07733296226224,0.627355655273932,1.53120649870877,0.409713291971373,0.682016278398496,NA
"ENSG00000007314",0.779954153372703,-0.684393456024686,2.03068597951726,-0.337025745451487,0.736097492250058,NA
"ENSG00000007341",281.675425442917,0.215543120141444,0.241297144886798,0.893268423223836,0.371713443719083,0.672271328531826
"ENSG00000007350",0,NA,NA,NA,NA,NA
"ENSG00000007372",40.4540315259517,0.20482599225018,0.515864168535354,0.397054117621163,0.691327553546677,0.888906755260724
"ENSG00000007376",258.460977739524,0.120341850177426,0.199984987867312,0.601754418973048,0.547337620148795,0.801624413159315
"ENSG00000007384",1823.38777953572,0.0868116045427596,0.150639122160609,0.576288571638132,0.564420146229565,0.814831723666305
"ENSG00000007392",686.873099124053,-0.103853477906694,0.110159667314104,-0.942754099016755,0.345806694832559,0.650325448435375
"ENSG00000007402",23.7963910924727,0.739536517962818,0.519137318905124,1.42454894115977,0.154287628315948,0.412769145176654
"ENSG00000007516",11.2010825391975,-0.211644977337161,0.707152760680502,-0.299291735965921,0.764717459522018,0.922091325005559
"ENSG00000007520",580.560487206145,0.0714336082153435,0.150656436192985,0.474149064058837,0.635393612947242,0.858050492027283
"ENSG00000007541",653.546283118955,0.221748013687629,0.164697298587582,1.34639739442787,0.178174390794797,0.448887043376374
"ENSG00000007545",622.76848387059,0.16676840359903,0.157642472413387,1.05789005365072,0.290105570282267,0.593015098113772
"ENSG00000007866",1620.52184915199,0.553934461373922,0.156832395054509,3.53201557102662,0.000412405071015054,0.00512797602670196
"ENSG00000007908",0,NA,NA,NA,NA,NA
"ENSG00000007923",977.439461349907,-0.0384290793756207,0.147724381428424,-0.260140397976487,0.794755477244245,0.933794500297631
"ENSG00000007933",877.805740707214,0.313996093721056,0.978772381072815,0.320806042132994,0.748357380267635,0.915794483205667
"ENSG00000007944",345.286662228229,-0.48978986474286,0.152322640725623,-3.21547645451547,0.00130228177578181,0.0129927914981657
"ENSG00000007952",10.1687462516428,0.809128458611241,0.573991511120912,1.40965230832621,0.158642373431618,0.419765294869107
"ENSG00000007968",3.95849086572913,0.162676335960789,0.81978307749245,0.198438270351205,0.842702177333877,NA
"ENSG00000008018",1517.71752051207,0.047848439343531,0.110936141630363,0.431315156993301,0.666239230955337,0.875479131182804
"ENSG00000008056",17.7167030593017,0.676013565163011,0.458124729301877,1.47561029109511,0.140048540855828,0.388895333931338
"ENSG00000008083",305.072434597756,0.487459854580992,0.151932656611452,3.20839420209447,0.0013347840842355,0.013255629641143
"ENSG00000008086",372.53707879909,-0.172935290532867,0.189039000411496,-0.914812764331305,0.360289932668995,0.661817883469005
"ENSG00000008118",6.947918731314,-0.86130570793407,0.797917010809629,-1.07944271931253,0.280390415848853,NA
"ENSG00000008128",563.813333715399,0.133368795438246,0.368609963169205,0.361815492700138,0.717489913932923,0.900355020839682
"ENSG00000008130",1713.6319552007,0.830141261205872,0.151385287767809,5.48363234926184,4.16680278496291e-08,1.65633144824838e-06
"ENSG00000008196",1.08416182794751,-1.4031517241202,2.31102921164093,-0.607154473449471,0.543748402228627,NA
"ENSG00000008197",0,NA,NA,NA,NA,NA
"ENSG00000008226",8.16270077732332,-0.0171719477360608,0.774036918487449,-0.0221849208040575,0.982300446086722,NA
"ENSG00000008256",3740.92435461127,1.1968352108601,0.207374531183901,5.7713703029363,7.86294669939718e-09,3.76849138488514e-07
"ENSG00000008277",19.3106346175362,-0.0241064269365468,0.474529638104793,-0.0508006771354148,0.959484351299533,0.990104479222589
"ENSG00000008282",1985.33227996644,0.286864094058603,0.139662741870268,2.05397724702462,0.0399778939388811,0.171710944555548
"ENSG00000008283",526.559923099993,0.0461205199046899,0.140844948264256,0.327455975333653,0.743323035649089,0.913694292257565
"ENSG00000008294",2928.30789180736,-0.166798754517566,0.135595725173213,-1.23011809040804,0.218652886649076,0.505067943660804
"ENSG00000008300",96.2831177707404,0.526617369940217,0.302734838386817,1.73953342385833,0.0819409783233527,0.278420306095696
"ENSG00000008311",714.926322098101,1.13782474997719,0.189240333953423,6.01259111208946,1.82581151480742e-09,9.5681368137572e-08
"ENSG00000008323",11.0031983554828,0.405444187987158,0.584041381858806,0.694204555671666,0.48755393604531,0.761394551598908
"ENSG00000008324",122.640499235734,0.570316063532936,0.253286891278285,2.25166040237879,0.024343740811042,0.121919958526201
"ENSG00000008382",158.890722523391,0.132423892708624,0.205625800842497,0.644004264863901,0.519572668415665,0.782841291896478
"ENSG00000008394",3683.6269984121,0.00405145647153696,0.377714326607864,0.0107262451703165,0.991441858689224,0.997067573871503
"ENSG00000008405",286.125102009691,0.0862976818309537,0.18746845912919,0.460331739172632,0.64527812273596,0.863252851448589
"ENSG00000008438",1.71601671351819,2.69572186153603,1.61974087901328,1.66429204600814,0.0960540811625337,NA
"ENSG00000008441",11031.7971096393,-0.312692593643875,0.144617244235982,-2.16220821587246,0.0306021305556082,0.143511462246455
"ENSG00000008513",1583.37114858265,-0.562139412912087,0.225853185594607,-2.4889594159681,0.0128117589669161,0.0779879781165373
"ENSG00000008516",23.9019134428755,-0.178258532289411,0.486706312992114,-0.366254818421268,0.714174940404928,0.899586234720757
"ENSG00000008517",119.607617110672,-0.90033592046912,0.4156384090171,-2.16615187849995,0.0302995829716344,0.142541919984412
"ENSG00000008710",5182.00878157707,0.404539834888907,0.145972294920574,2.77134667992324,0.00558249554538414,0.0412401294973834
"ENSG00000008735",19.7100642494594,0.378465888242651,0.432176975742956,0.875719692359896,0.381182437204037,0.680137607381615
"ENSG00000008838",1158.52573912739,-0.0257298840859922,0.124753943888449,-0.206245055539079,0.836599495075206,0.952349475530386
"ENSG00000008853",845.571636260842,0.364274124885519,0.177902833495376,2.0476015908706,0.0405990533485535,0.17362611125783
"ENSG00000008869",715.562444905458,0.102813344605347,0.112367270020559,0.914975905230553,0.360204279427896,0.661817883469005
"ENSG00000008952",5171.56671072198,0.0829560960477751,0.141494926483225,0.586283184207384,0.557685229402952,0.810369890846091
"ENSG00000008988",10959.3107578206,-0.0290054280900615,0.143611669247667,-0.201971248172318,0.839939201592674,0.953531953795267
"ENSG00000009307",15902.4117972056,-0.0196345853419287,0.102492947434949,-0.191570111244879,0.84807895661613,0.955902842251121
"ENSG00000009335",2127.18026041807,0.197193707147094,0.0931986520202859,2.11584291051948,0.0343581702072144,0.155144450741879
"ENSG00000009413",8391.06888900911,0.969287576217045,0.150655684984511,6.4337935625642,1.24457868719304e-10,8.45253103925498e-09
"ENSG00000009694",10.1257165658402,1.26320195080811,1.21706570609009,1.03790776823894,0.299312996601074,0.602686436153819
"ENSG00000009709",0,NA,NA,NA,NA,NA
"ENSG00000009724",38.9988331645701,-0.447708151653428,0.277519332572695,-1.6132503184662,0.106690135412701,0.331178950773797
"ENSG00000009765",10.717478680374,1.60313346278437,0.941617965896734,1.70253066620033,0.088655934851054,0.293036694307991
"ENSG00000009780",176.843521397315,0.426821765706154,0.188717494439402,2.26169686585791,0.0237161385123559,0.119872593230741
"ENSG00000009790",5.5982365472662,0.327318655578096,0.709782962402628,0.461153159368769,0.644688724774513,NA
"ENSG00000009830",429.561114742382,0.117386571222011,0.142679360052063,0.822729869121764,0.410661625692994,0.706206763358696
"ENSG00000009844",867.146195689117,-0.101431793723827,0.127326807710547,-0.796625593209034,0.425668508997408,0.717374363454003
"ENSG00000009950",6.89942793039642,0.614252420235961,0.930433657698275,0.660178632999488,0.509139202373157,NA
"ENSG00000009954",2947.57029221357,-0.0233654141664815,0.0833381498351543,-0.280368765237758,0.779194598169669,0.928126639484826
"ENSG00000010017",2202.06085895341,0.716872638971711,0.156810110094153,4.57159706438112,4.84020990733463e-06,0.00011525940101664
